Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
418,Joey Bart,29,2TM,NL,0.1,25,73,69,10,17,1,0,3,9,0,0,2,21,0.246,0.274,0.391,0.665,82,0.3,82,27,0,1,0,1,0,2/HD,,bartjo01
419,Joey Bart,29,PIT,NL,0,21,62,58,9,15,1,0,2,6,0,0,2,21,0.259,0.29,0.379,0.67,83,0.292,75,22,0,1,0,1,0,2/HD,,bartjo01
420,Joey Bart,29,ATL,NL,0.1,4,11,11,1,2,0,0,1,3,0,0,0,0,0.182,0.182,0.455,0.636,72,0.349,122,5,0,0,0,0,0,/2,,bartjo01
421,Ha-Seong Kim,30,ATL,NL,-1,23,72,65,4,5,0,0,0,3,1,0,7,18,0.077,0.167,0.077,0.244,-28,0.133,-35,5,1,0,0,0,0,6/H,,kimha01
422,Nick Allen,27,HOU,AL,0.5,37,70,64,12,16,2,0,1,5,1,0,3,14,0.25,0.29,0.328,0.618,73,0.292,76,21,2,1,1,1,0,64/H5,,allenni02
423,Lars Nootbaar,28,STL,NL,0.5,17,70,59,12,17,4,1,2,7,0,1,10,15,0.288,0.386,0.492,0.877,147,0.366,142,29,1,0,0,1,1,7/89HD,,nootbla01
424,Spencer Jones,25,NYY,AL,0.2,25,68,59,5,13,2,0,2,7,1,0,9,29,0.22,0.324,0.356,0.679,90,0.312,90,21,0,0,0,0,0,8/9DH,,jonessp01
425,Jhonny Pereda,30,SEA,AL,0.1,19,68,63,8,17,0,0,2,4,0,0,4,11,0.27,0.324,0.365,0.689,97,0.311,98,23,0,1,0,0,0,2,,peredjh01
426,Ramón Urías,32,STL,NL,0.1,25,68,57,9,9,3,0,2,5,0,1,6,12,0.158,0.279,0.316,0.595,69,0.277,77,18,1,4,0,1,0,5/H36,,uriasra01
427,Rodolfo Durán,28,SDP,NL,0.2,26,67,59,7,8,3,0,3,7,0,0,7,17,0.136,0.239,0.339,0.578,60,0.258,55,20,1,1,0,0,0,2/H,,duranro02
428,Jarred Kelenic,26,2TM,AL,-0.4,23,67,60,4,13,2,0,1,4,0,1,7,24,0.217,0.299,0.3,0.599,70,0.265,67,18,0,0,0,0,0,9/H7,,kelenja01
429,Jarred Kelenic,26,CHW,AL,-0.3,19,59,53,3,12,2,0,1,4,0,0,6,20,0.226,0.305,0.321,0.626,76,0.282,73,17,0,0,0,0,0,9/H,,kelenja01
430,Jarred Kelenic,26,TEX,AL,0,4,8,7,1,1,0,0,0,0,0,1,1,4,0.143,0.25,0.143,0.393,19,0.137,28,1,0,0,0,0,0,/7H,,kelenja01
431,Eric Haase,33,SFG,NL,0,23,66,60,8,12,3,0,4,9,0,0,4,20,0.2,0.25,0.45,0.7,96,0.297,88,27,1,0,2,0,0,2/7H,,haaseer01
432,Samad Taylor,27,SDP,NL,0.8,16,66,58,11,22,1,0,1,11,6,1,6,18,0.379,0.438,0.448,0.886,150,0.407,153,26,2,0,2,0,0,7/9H,,taylosa04
433,Víctor Robles,29,SEA,AL,-0.6,27,64,61,4,14,2,0,0,2,3,1,3,10,0.23,0.266,0.262,0.528,52,0.235,43,16,4,0,0,0,0,9/78HD,,roblevi01
434,James McCann,36,ARI,NL,-0.6,21,62,59,3,12,3,0,0,6,0,0,1,17,0.203,0.217,0.254,0.471,31,0.208,15,15,4,0,2,0,0,2/13DH,,mccanja02
435,Edwin Arroyo,22,CIN,NL,0.2,20,61,55,6,13,2,0,0,2,0,1,3,14,0.236,0.295,0.273,0.568,58,0.297,84,15,0,2,0,1,0,4/6H,,arroyed01
436,Denzer Guzman,22,LAA,AL,0.1,14,61,55,7,13,2,0,3,11,1,1,6,13,0.236,0.311,0.436,0.748,109,0.322,106,24,1,0,0,0,0,5,,guzmade01
437,Jorge Polanco,32,NYM,NL,-0.3,14,61,56,3,10,3,0,1,2,0,0,5,11,0.179,0.246,0.286,0.532,49,0.238,41,16,0,0,0,0,0,D/3,,polanjo01
438,Denzel Clarke,26,ATH,AL,-0.4,22,60,53,4,9,1,0,0,6,2,0,4,24,0.17,0.228,0.189,0.417,16,0.204,0,10,1,0,3,0,0,8/H,,clarkde02
439,Santiago Espinal,31,LAD,NL,0.2,36,60,56,5,15,3,0,1,7,0,0,1,8,0.268,0.276,0.375,0.651,81,0.283,72,21,5,0,2,1,0,54H/3D,,espinsa01
440,Jacob Gonzalez,24,CHW,AL,-0.1,19,60,53,5,10,0,0,1,5,0,0,5,16,0.189,0.283,0.245,0.529,50,0.253,52,13,0,2,0,0,0,3/H5,,gonzaja01
441,Victor Mesa Jr.,24,TBR,AL,0.1,20,60,50,8,9,0,0,3,8,0,2,9,15,0.18,0.305,0.36,0.665,84,0.286,84,18,1,0,1,0,0,9/HD8,,mesavi01
442,Sung-Mun Song,29,SDP,NL,-0.1,29,60,53,7,11,2,0,0,6,6,2,7,12,0.208,0.3,0.245,0.545,56,0.257,50,13,1,0,0,0,0,4/6H5,,songsu01
443,Ryan Ward,28,LAD,NL,0.2,19,59,54,8,11,4,0,3,11,0,0,5,17,0.204,0.271,0.444,0.716,96,0.307,90,24,2,0,0,0,0,7/3DH,,wardry01
444,Luis Campusano,27,SDP,NL,0.7,18,58,52,9,15,7,0,3,10,0,0,5,15,0.288,0.362,0.596,0.958,163,0.423,173,31,0,1,0,0,0,2,,campulu01
445,Cole Carrigg,24,COL,NL,0.5,14,58,48,9,13,2,1,3,11,1,1,8,12,0.271,0.379,0.542,0.921,142,0.384,137,26,1,1,0,1,0,8/6,,carrico01
446,Jonathan India,29,KCR,AL,0.2,17,58,48,8,8,1,0,2,8,0,0,8,13,0.167,0.31,0.313,0.623,77,0.306,92,15,0,2,0,0,0,4/H,,indiajo01
447,Pavin Smith,30,ARI,NL,-0.4,19,58,48,4,8,0,0,1,5,0,0,9,12,0.167,0.293,0.229,0.522,48,0.251,48,11,0,0,0,1,0,D/3H,,smithpa04
448,Sebastián Rivero,27,LAA,AL,0.2,24,57,53,5,13,2,0,0,8,0,0,3,12,0.245,0.286,0.283,0.569,62,0.259,58,15,1,0,1,0,0,2/H,,riverse01
449,Austin Wynns,35,2TM,2LG,-0.6,20,57,53,3,4,0,0,0,0,0,0,3,14,0.075,0.125,0.075,0.2,-43,0.119,-50,4,0,0,1,0,0,2,,wynnsau01
450,Austin Wynns,35,ATH,AL,-0.4,14,43,39,3,3,0,0,0,0,0,0,3,10,0.077,0.143,0.077,0.22,-38,0.137,-39,3,0,0,1,0,0,2,,wynnsau01
451,Austin Wynns,35,ATL,NL,-0.1,6,14,14,0,1,0,0,0,0,0,0,0,4,0.071,0.071,0.071,0.143,-59,0.065,-81,1,0,0,0,0,0,/2,,wynnsau01
452,Juan Brito,24,CLE,AL,-0.4,15,56,51,7,9,4,0,0,3,0,0,4,17,0.176,0.25,0.255,0.505,43,0.234,40,13,1,1,0,0,0,4/H,,britoju02
453,Tyler Callihan,26,PIT,NL,0.1,19,56,47,8,12,2,2,2,9,1,0,7,16,0.255,0.357,0.511,0.868,136,0.375,132,24,0,1,0,1,0,/95H4713,,callity01
454,Alejandro Kirk,27,TOR,AL,-0.1,14,56,51,4,10,2,0,1,6,0,0,4,8,0.196,0.25,0.294,0.544,48,0.245,40,15,1,0,0,1,0,2/H,,kirkal01
455,Zack Short,31,2TM,2LG,-0.3,26,55,44,4,7,2,0,0,2,0,0,7,17,0.159,0.278,0.205,0.482,37,0.235,34,9,0,1,1,2,0,6/H14,,shortza01
456,Zack Short,31,DET,AL,0.1,23,46,36,3,6,2,0,0,2,0,0,7,12,0.167,0.304,0.222,0.527,49,0.256,52,8,0,1,0,2,0,6/H4,,shortza01
457,Zack Short,31,NYM,NL,-0.4,3,9,8,1,1,0,0,0,0,0,0,0,5,0.125,0.125,0.125,0.25,-29,0.113,-66,1,0,0,1,0,0,/61H,,shortza01
458,Gabriel Arias,26,CLE,AL,0.1,16,54,52,2,10,2,0,2,5,0,0,2,25,0.192,0.222,0.346,0.568,57,0.249,50,18,0,0,0,0,0,6/5,,ariasga01
459,Zach Cole,25,HOU,AL,-0.1,19,53,51,4,8,1,0,3,8,0,0,1,21,0.157,0.189,0.353,0.542,47,0.235,38,18,0,1,0,0,0,7/8H9D,,coleza01
460,Jimmy Crooks,24,STL,NL,-0.4,17,53,47,2,8,2,0,1,7,0,0,5,14,0.17,0.264,0.277,0.541,54,0.251,53,13,1,1,0,0,0,2/DH,,crookji01
461,Braden Montgomery,23,CHW,AL,0.3,14,53,48,8,12,5,0,2,7,0,0,4,14,0.25,0.302,0.479,0.781,115,0.332,108,23,1,0,0,1,0,9/8H,,montgbr01
462,Pedro Ramírez,22,CHC,NL,0.3,20,53,49,7,13,3,0,1,6,2,0,3,8,0.265,0.308,0.388,0.695,98,0.335,109,19,2,0,1,0,0,/4H5D,,ramirpe01
463,Weston Wilson,31,2TM,AL,-0.1,22,53,46,7,10,1,0,1,3,3,1,6,11,0.217,0.321,0.304,0.625,78,0.295,80,14,0,1,0,0,0,5/17H,,wilsowe01
464,Weston Wilson,31,BAL,AL,-0.1,19,46,39,6,9,1,0,1,3,2,1,6,11,0.231,0.348,0.333,0.681,94,0.315,97,13,0,1,0,0,0,5/1H7,,wilsowe01
465,Weston Wilson,31,SEA,AL,-0.1,3,7,7,1,1,0,0,0,0,1,0,0,0,0.143,0.143,0.143,0.286,-18,0.165,-30,1,0,0,0,0,0,/57,,wilsowe01
466,Nick Madrigal,29,LAA,AL,0.5,15,52,44,7,12,1,0,0,2,1,1,7,3,0.273,0.385,0.295,0.68,96,0.33,112,13,1,1,0,0,0,/45DH,,madrini01
467,Alika Williams,27,ATH,AL,0.6,24,52,49,8,15,6,0,1,6,0,1,2,14,0.306,0.333,0.49,0.823,121,0.344,117,24,1,0,1,0,0,6/4H,,willial04
468,Dustin Harris,26,2TM,AL,0,17,52,43,6,10,1,1,0,5,4,0,6,7,0.233,0.333,0.302,0.636,80,0.315,81,13,0,1,1,1,0,7/9H,,harridu01
469,Dustin Harris,26,CHW,AL,0.2,6,16,12,2,3,1,0,0,1,2,0,4,1,0.25,0.438,0.333,0.771,121,0.398,133,4,0,0,0,0,0,/9H7,,harridu01
470,Dustin Harris,26,HOU,AL,-0.2,11,36,31,4,7,0,1,0,4,2,0,2,6,0.226,0.286,0.29,0.576,62,0.276,57,9,0,1,1,1,0,7/9H,,harridu01
471,Elias Díaz,35,2TM,AL,0.5,23,52,50,7,14,4,0,2,10,0,0,1,10,0.28,0.288,0.48,0.768,117,0.342,122,24,0,0,0,1,0,2/DH,,diazel01
472,Elias Díaz,35,KCR,AL,0.3,10,23,22,3,5,2,0,2,5,0,0,1,5,0.227,0.261,0.591,0.852,132,0.396,155,13,0,0,0,0,0,2,,diazel01
473,Elias Díaz,35,TEX,AL,0.2,13,29,28,4,9,2,0,0,5,0,0,0,5,0.321,0.31,0.393,0.703,105,0.299,96,11,0,0,0,1,0,2/DH,,diazel01
474,Zach Dezenzo,26,HOU,AL,0.2,21,51,47,5,9,4,0,1,2,0,0,4,19,0.191,0.255,0.34,0.595,65,0.281,71,16,1,0,0,0,0,7/H,,dezenza01
475,Petey Halpin,24,CLE,AL,-0.1,26,51,48,8,9,1,1,0,1,2,0,1,15,0.188,0.204,0.25,0.454,27,0.21,13,12,0,0,2,0,0,8/H9,,halpipe01
476,Bryce Teodosio,27,LAA,AL,-0.3,34,51,47,5,10,2,0,0,2,4,1,3,18,0.213,0.26,0.255,0.515,47,0.237,36,12,1,0,1,0,0,7/8H9,,teodobr01
477,Orlando Arcia,31,MIN,AL,0,19,50,48,6,13,1,0,1,2,0,1,2,8,0.271,0.3,0.354,0.654,81,0.28,75,17,3,0,0,0,0,6/4H351,,arciaor01
478,LuJames Groover,24,ARI,NL,0,13,49,43,4,8,2,0,1,4,0,0,5,8,0.186,0.286,0.302,0.588,64,0.271,63,13,3,1,0,0,0,/3D5,,groovlu01
479,Bryce Johnson,30,SDP,NL,-0.2,32,49,45,5,8,2,0,0,2,5,1,3,18,0.178,0.229,0.222,0.451,28,0.222,18,10,1,0,1,0,0,H/978D,,johnsbr03
480,Bryan Torres,28,STL,NL,0.3,18,49,43,6,10,0,1,2,5,1,0,5,8,0.233,0.313,0.419,0.731,106,0.342,115,18,0,0,1,0,0,7/H458D,,torrebr01
481,Andres Chaparro,27,WSN,NL,0.1,22,48,38,7,7,3,0,0,5,0,0,9,11,0.184,0.354,0.263,0.617,78,0.298,85,10,1,1,0,0,0,3/HD,,chapaan01
482,Jose Trevino,33,CIN,NL,0,16,48,45,4,8,1,0,0,2,0,0,1,7,0.178,0.196,0.2,0.396,9,0.217,18,9,0,0,2,0,0,2/1,,trevijo01
483,Braxton Fulford,27,COL,NL,0.1,25,47,39,10,9,3,0,1,7,4,0,6,17,0.231,0.319,0.385,0.704,87,0.327,79,15,0,0,0,2,0,DH/2,,fulfobr01
484,Sam Haggerty,32,TEX,AL,-0.4,35,47,44,3,7,1,0,0,1,2,0,2,16,0.159,0.213,0.182,0.395,18,0.194,15,8,1,1,0,0,0,7H/81D,,haggesa01
485,Blaze Jordan,23,STL,NL,0.4,12,47,42,5,12,3,1,1,12,0,0,2,4,0.286,0.298,0.476,0.774,116,0.317,101,20,2,0,0,3,0,5/3,,jordabl01
486,Connor Joe,33,SEA,AL,0,21,45,39,2,7,2,0,1,3,2,0,6,15,0.179,0.289,0.308,0.597,72,0.305,86,12,1,0,0,0,0,9/H37,,joeco01
487,Austin Hays,30,CHW,AL,-0.4,12,44,43,3,10,1,0,1,7,0,1,1,13,0.233,0.25,0.326,0.576,60,0.231,44,14,1,0,0,0,1,7/9DH,,haysau01
488,Jordan Lawlar,23,ARI,NL,0.6,12,44,38,6,12,2,0,1,4,4,0,3,10,0.316,0.409,0.447,0.856,139,0.426,158,17,0,3,0,0,0,/78,,lawlajo01
489,Sandy León,37,ATL,NL,-0.5,21,44,44,0,4,0,0,0,0,0,0,0,18,0.091,0.091,0.091,0.182,-48,0.082,-69,4,0,0,0,0,0,2,,leonsa01
490,Patrick Wisdom,34,SEA,AL,-0.6,15,44,41,3,5,1,0,1,4,0,0,3,18,0.122,0.182,0.22,0.401,15,0.173,-1,9,0,0,0,0,1,/53HD,,wisdopa01
491,Alex Jackson,30,MIN,AL,0.1,16,43,41,5,13,3,0,0,3,0,0,0,13,0.317,0.349,0.39,0.739,105,0.324,99,16,0,2,0,0,0,2/1H,,jacksal02
492,Jesús Rodríguez,24,SFG,NL,-0.1,14,43,39,3,9,0,0,2,7,1,1,3,5,0.231,0.302,0.385,0.687,96,0.301,96,15,1,1,0,0,0,/27H94,,rodrije02
493,Max Schuemann,29,NYY,AL,0,22,42,32,9,6,4,0,0,3,2,2,9,10,0.188,0.381,0.313,0.693,97,0.318,106,10,0,1,0,0,0,H/7961458D,,schuema01
494,Nick Sogard,28,BOS,AL,0.2,12,41,35,3,9,2,1,0,2,0,0,5,6,0.257,0.35,0.371,0.721,106,0.322,104,13,1,0,1,0,0,/4563H,,sogarni01
495,Travis d'Arnaud,37,LAA,AL,0.2,14,40,35,5,7,1,0,1,3,0,0,3,7,0.2,0.3,0.314,0.614,74,0.308,93,11,1,2,0,0,0,2,,darnatr01
496,Nelson Velázquez,27,STL,NL,0.1,15,40,36,6,10,2,0,2,6,0,0,3,10,0.278,0.35,0.5,0.85,138,0.366,135,18,0,1,0,0,0,/7HD9,,velazne01
497,Parker Meadows,26,DET,AL,0.1,12,39,36,3,9,1,1,0,2,3,0,2,10,0.25,0.308,0.333,0.641,78,0.305,73,12,0,1,0,0,0,8/H,,meadopa01
498,Félix Reyes,25,PHI,NL,-0.5,12,38,38,2,6,1,0,1,2,0,0,0,9,0.158,0.158,0.263,0.421,12,0.179,-8,10,1,0,0,0,0,/7359H,,reyesfe01
499,George Valera,25,CLE,AL,-0.2,13,38,37,1,8,3,0,0,6,0,0,1,8,0.216,0.237,0.297,0.534,50,0.261,59,11,1,0,0,0,0,/79HD,,valerge01
500,Gage Workman,26,DET,AL,-0.5,16,38,38,3,6,3,0,2,5,0,0,0,16,0.158,0.158,0.395,0.553,47,0.231,34,15,0,0,0,0,0,5/H4D,,workmga01
501,Jhostynxon García,23,PIT,NL,-0.4,13,37,35,2,7,1,0,0,2,0,0,1,10,0.2,0.243,0.229,0.472,31,0.216,21,8,1,1,0,0,0,/879DH,,garcijh01
502,Ronny Mauricio,25,NYM,NL,-0.3,11,37,37,3,8,1,0,1,2,0,0,0,13,0.216,0.216,0.324,0.541,49,0.233,37,12,1,0,0,0,0,/65DH,,mauriro01
503,Will Wagner,27,SDP,NL,0.1,13,37,29,4,8,1,0,0,0,0,0,8,7,0.276,0.432,0.31,0.743,114,0.369,135,9,1,0,0,0,1,D/4H5,,wagnewi01
504,Griffin Conine,28,MIA,NL,0.3,14,36,33,6,7,2,0,2,5,2,0,2,12,0.212,0.278,0.455,0.732,104,0.33,101,15,0,1,0,0,0,/79HD3,,coningr01
505,Rece Hinds,25,CIN,NL,-0.4,12,36,33,2,4,3,0,0,5,0,0,1,18,0.121,0.167,0.212,0.379,3,0.169,-13,7,0,1,0,1,0,9/HD,,hindsre01
506,Jerar Encarnacion,28,SFG,NL,-0.4,17,35,34,1,6,1,0,0,0,0,0,1,8,0.176,0.2,0.206,0.406,17,0.182,6,7,1,0,0,0,0,/9H3D7,,encarje01
507,Michael Helman,30,TEX,AL,-0.2,15,35,30,2,5,1,0,1,2,0,0,1,6,0.167,0.235,0.3,0.535,56,0.238,51,9,0,2,1,1,0,/86H79,,helmami01
508,Eloy Jiménez,29,TOR,AL,-0.1,12,35,31,2,9,0,0,0,3,0,0,3,7,0.29,0.343,0.29,0.633,75,0.291,72,9,1,0,0,1,0,/DH,,jimenel02
509,Tyler Tolbert,28,KCR,AL,-0.1,24,35,29,9,7,0,0,0,1,5,2,4,10,0.241,0.324,0.241,0.565,63,0.273,64,7,2,0,1,1,0,H/649718D,,tolbety01
510,Esmerlyn Valdez,22,PIT,NL,-0.2,12,35,33,4,5,2,0,2,6,0,0,2,17,0.152,0.2,0.394,0.594,59,0.253,48,13,1,0,0,0,0,/9H7,,valdees01
511,Reese McGuire,31,CHW,AL,-0.5,11,34,29,1,5,0,0,0,3,0,0,2,9,0.172,0.273,0.172,0.445,29,0.224,30,5,0,2,1,0,0,2/1H,,mcguire01
512,Chad Stevens,27,COL,NL,-0.4,16,34,28,1,1,0,0,0,3,0,0,5,13,0.036,0.176,0.036,0.212,-39,0.129,-49,1,0,0,0,1,0,4/H56,,stevech02
513,Tanner Murray,26,CHW,AL,0,13,33,28,2,6,0,0,1,3,0,0,2,7,0.214,0.281,0.321,0.603,69,0.308,90,9,0,1,1,1,1,/756H,,murrata01
514,Yohel Pozo,29,STL,NL,-0.2,18,33,33,0,8,1,0,0,5,0,0,0,3,0.242,0.242,0.273,0.515,46,0.285,77,9,5,0,0,0,0,/HD23,,pozoyo01
515,Carson Williams,23,TBR,AL,-0.5,12,33,30,6,3,1,0,0,3,0,0,2,11,0.1,0.156,0.133,0.29,-19,0.14,-34,4,1,0,1,0,0,/6H4D,,willica02
516,Jase Bowen,25,SDP,NL,-0.3,16,32,30,3,4,1,0,0,0,3,0,2,14,0.133,0.188,0.167,0.354,1,0.188,-11,5,0,0,0,0,0,9/H7D,,bowenja01
517,P.J. Higgins,33,CIN,NL,-0.1,13,32,26,1,6,1,0,0,4,0,0,2,8,0.231,0.276,0.269,0.545,51,0.247,37,7,1,0,3,1,0,2/1,,higgipj01
518,Cooper Pratt,21,MIL,NL,0.3,9,31,27,2,7,0,0,0,2,4,0,3,6,0.259,0.323,0.259,0.582,64,0.303,63,7,2,0,0,1,0,/6,,prattco01
519,Kameron Misner,28,KCR,AL,-0.3,11,30,28,1,8,1,0,0,4,2,1,1,12,0.286,0.31,0.321,0.632,80,0.279,73,9,0,0,1,0,0,/87HD,,misneka01
520,Rikuu Nishida,25,CHW,AL,0.1,12,30,29,3,7,0,0,0,2,0,0,0,5,0.241,0.241,0.241,0.483,36,0.237,39,7,0,0,1,0,0,9/48H,,nishiri01
521,Gabriel Rincones Jr.,25,PHI,NL,-0.3,9,30,30,2,4,0,0,1,3,0,0,0,7,0.133,0.133,0.233,0.367,-3,0.188,-1,7,1,0,0,0,0,/9H,,rincoga01
522,Addison Barger,26,TOR,AL,-0.2,9,28,22,2,1,1,0,0,2,0,0,5,7,0.045,0.214,0.091,0.305,-12,0.17,-13,2,1,0,0,1,0,/9H,,bargead01
523,Tyler Black,25,MIL,NL,0.1,9,28,27,2,9,4,0,0,7,0,0,1,7,0.333,0.357,0.481,0.839,130,0.358,124,13,1,0,0,0,0,/DH37,,blackty01
524,Garrett Stubbs,33,PHI,NL,0,17,28,24,7,4,0,0,0,1,0,0,1,5,0.167,0.25,0.167,0.417,17,0.203,9,4,0,2,0,1,0,/2H1357D,,stubbga01
525,Stuart Fairchild,30,CLE,AL,0.1,14,27,19,3,3,0,0,0,1,2,0,7,14,0.158,0.407,0.158,0.565,68,0.325,91,3,0,1,0,0,0,/89H7D,,faircst01
526,Otto Kemp,26,PHI,NL,-0.6,13,27,25,0,2,0,0,0,0,0,0,1,10,0.08,0.148,0.08,0.228,-35,0.12,-50,2,0,1,0,0,0,7/H4,,kempot01
527,Miles Mastrobuoni,30,SEA,AL,0.1,8,27,23,3,5,0,0,0,1,0,0,2,10,0.217,0.269,0.217,0.487,42,0.229,38,5,0,0,1,1,0,/5374,,mastrmi01
528,Chadwick Tromp,31,ATL,NL,-0.2,12,27,25,1,5,1,0,0,3,0,0,0,7,0.2,0.192,0.24,0.432,22,0.183,0,6,0,0,1,1,0,2,,trompch01
529,Víctor Bericoto,24,SFG,NL,0.1,15,26,26,3,6,0,0,3,4,0,1,0,9,0.231,0.231,0.577,0.808,122,0.319,118,15,0,0,0,0,0,9/H73,,bericvi01
530,Billy Cook,27,PIT,NL,-0.2,43,26,26,6,4,0,0,0,0,4,1,0,11,0.154,0.154,0.154,0.308,-15,0.15,-38,4,0,0,0,0,0,H897/3D,,cookbi01
531,Carlos Santana,40,ARI,NL,-0.5,8,26,24,1,2,1,0,0,0,0,0,2,8,0.083,0.154,0.125,0.279,-21,0.137,-33,3,0,0,0,0,0,/3,,santaca01
532,Anthony Seigler,27,BOS,AL,0.2,8,26,24,3,8,3,0,0,1,0,0,2,7,0.333,0.385,0.458,0.843,139,0.374,140,11,0,0,0,0,0,/45H,,seiglan01
533,Andy Ibáñez,33,2TM,2LG,-0.7,14,26,23,1,2,0,0,0,5,0,0,1,3,0.087,0.115,0.087,0.202,-43,0.132,-38,2,0,0,0,2,0,/4H573D,,ibanean01
534,Andy Ibáñez,33,ATH,AL,-0.4,11,18,17,1,2,0,0,0,3,0,0,1,2,0.118,0.167,0.118,0.284,-20,0.19,2,2,0,0,0,0,0,/4H53D,,ibanean01
535,Andy Ibáñez,33,NYM,NL,-0.3,3,8,6,0,0,0,0,0,2,0,0,0,1,0,0,0,0,-100,0,-129,0,0,0,0,2,0,/75,,ibanean01
536,CJ Kayfus,24,CLE,AL,0,9,25,22,4,4,1,0,1,2,0,0,2,8,0.182,0.28,0.364,0.644,80,0.29,79,8,0,1,0,0,0,/79H,,kayfucj01
537,Charles McAdoo,24,TOR,AL,-0.1,8,25,25,2,4,0,0,1,3,0,0,0,6,0.16,0.16,0.28,0.44,17,0.187,-1,7,1,0,0,0,0,/34,,mcadoch01
538,Eric Wagaman,28,NYM,NL,0,14,25,22,3,5,0,0,2,4,0,0,2,6,0.227,0.32,0.5,0.82,126,0.352,122,11,1,1,0,0,0,H/35D79,,wagamer01
539,Jonah Cox,24,SFG,NL,0.4,18,24,22,5,7,1,1,1,2,2,0,0,12,0.318,0.318,0.591,0.909,153,0.408,157,13,0,0,2,0,0,8/H7D,,coxjo01
540,Tommy Edman,31,LAD,NL,0.3,7,24,22,0,8,1,0,0,1,0,0,2,4,0.364,0.417,0.409,0.826,133,0.446,189,9,0,0,0,0,0,/754DH,,edmanto01
541,Shay Whitcomb,27,HOU,AL,0,17,24,23,2,3,0,0,2,5,0,0,1,11,0.13,0.167,0.391,0.558,50,0.237,40,9,0,0,0,0,0,H/536D7,,whitcsh01
542,Will Brennan,28,SFG,NL,-0.5,11,23,23,0,2,0,0,0,0,0,0,0,3,0.087,0.087,0.087,0.174,-50,0.079,-68,2,1,0,0,0,0,/79HD,,brennwi02
543,Sam Huff,28,BAL,AL,-0.1,9,23,23,1,4,2,0,0,1,0,0,0,11,0.174,0.174,0.261,0.435,21,0.184,5,6,0,0,0,0,0,/2H,,huffsa01
544,Ray Delgado,26,HOU,AL,-0.2,10,22,21,1,6,0,0,0,2,0,0,0,3,0.286,0.286,0.286,0.571,61,0.255,50,6,0,0,1,0,0,/456H,,delgara02
545,Greg Jones,28,MIL,NL,-0.6,11,22,21,0,2,0,0,0,1,1,1,0,9,0.095,0.095,0.095,0.19,-47,0.069,-82,2,0,0,1,0,0,/79H,,jonesgr02
546,César Salazar,30,HOU,AL,-0.2,9,22,18,0,1,0,0,0,1,0,0,3,3,0.056,0.227,0.056,0.283,-15,0.17,-7,1,0,1,0,0,0,/21,,salazce01
547,Kahlil Watson,23,CLE,AL,0.2,7,22,21,1,5,0,0,1,6,1,1,1,9,0.238,0.273,0.381,0.654,82,0.278,79,8,0,0,0,0,0,/9H,,watsoka01
548,Nate Eaton,29,BOS,AL,0.2,8,21,16,3,4,2,0,1,4,2,0,4,3,0.25,0.429,0.563,0.991,179,0.452,179,9,0,1,0,0,0,/DH789,,eatonna01
549,Luis Matos,24,MIL,NL,-0.1,9,21,20,1,4,0,0,0,0,0,0,1,7,0.2,0.238,0.2,0.438,23,0.205,15,4,1,0,0,0,0,/9H7D,,matoslu02
550,Christian Moore,23,LAA,AL,-0.4,5,21,19,0,4,0,0,0,1,0,1,1,10,0.211,0.238,0.211,0.449,29,0.177,18,4,0,0,0,1,0,/74D,,moorech03
551,Ali Sanchez,29,NYY,AL,0.2,10,21,19,2,6,2,0,0,3,0,0,1,7,0.316,0.381,0.421,0.802,124,0.405,158,8,0,1,0,0,0,2,,sanchal04
552,Jeimer Candelario,32,LAA,AL,-0.2,7,20,18,3,2,2,0,0,0,0,0,1,8,0.111,0.2,0.222,0.422,20,0.198,15,4,1,1,0,0,0,/H35D,,candeje01
553,Aramis Garcia,33,ARI,NL,-0.2,8,19,19,2,3,0,0,1,2,0,0,0,6,0.158,0.158,0.316,0.474,28,0.202,13,6,0,0,0,0,0,/2,,garciar01
554,Cody Freeman,25,TEX,AL,-0.3,7,18,17,1,4,0,0,0,0,0,0,1,5,0.235,0.278,0.235,0.513,53,0.23,47,4,0,0,0,0,0,/74H,,freemco01
555,Daniel Johnson,30,HOU,AL,-0.2,8,17,14,1,2,0,0,0,0,0,0,2,3,0.143,0.294,0.143,0.437,28,0.232,37,2,1,1,0,0,0,/87,,johnsda07
556,César Prieto,27,STL,NL,-0.6,6,17,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-126,0,1,0,0,0,0,/56H,,prietce01
557,Chuckie Robinson,31,LAD,NL,-0.2,5,17,15,1,2,0,0,0,1,0,0,0,4,0.133,0.133,0.133,0.267,-25,0.12,-62,2,0,0,2,0,0,/2,,robinch04
558,Hayden Senger,29,NYM,NL,-0.1,7,17,15,2,2,0,0,1,2,0,0,0,4,0.133,0.133,0.333,0.467,25,0.196,-2,5,0,0,2,0,0,/2,,sengeha01
559,José Azócar,30,ATL,NL,0.3,9,16,15,1,5,2,0,0,0,1,0,1,3,0.333,0.375,0.467,0.842,137,0.373,129,7,0,0,0,0,0,/9H78,,azocajo01
